epoch,train_loss,iou,dice,f1,epoch_time,throughput
158,0.3221,0.7422,0.8515,0.8515,23.3786,3.8497
159,0.3215,0.7348,0.8466,0.8466,23.2189,3.8761
160,0.3213,0.7374,0.8483,0.8483,23.0655,3.9019
161,0.3204,0.7431,0.8520,0.8520,23.2153,3.8768
162,0.3203,0.7369,0.8479,0.8479,23.1048,3.8953
163,0.3195,0.7190,0.8361,0.8361,23.0074,3.9118
164,0.3200,0.7443,0.8528,0.8528,22.9909,3.9146
165,0.3205,0.7422,0.8514,0.8514,23.0158,3.9104
166,0.3198,0.7492,0.8560,0.8560,23.1451,3.8885
167,0.3186,0.7251,0.8402,0.8402,23.2367,3.8732
168,0.3173,0.7469,0.8546,0.8546,23.2888,3.8645
169,0.3153,0.7425,0.8517,0.8517,22.9426,3.9228
170,0.3144,0.7351,0.8467,0.8467,23.2112,3.8774
171,0.3144,0.7387,0.8492,0.8492,23.0526,3.9041
172,0.3135,0.7348,0.8466,0.8466,23.0686,3.9014
173,0.3130,0.7579,0.8619,0.8619,22.9710,3.9180
174,0.3119,0.7447,0.8531,0.8531,23.0073,3.9118
175,0.3113,0.7165,0.8343,0.8343,23.0115,3.9111
176,0.3104,0.7381,0.8488,0.8488,23.0848,3.8987
177,0.3106,0.7300,0.8434,0.8434,23.3240,3.8587
178,0.3109,0.7393,0.8495,0.8495,22.9942,3.9140
179,0.3103,0.7272,0.8415,0.8415,23.1560,3.8867
180,0.3093,0.7142,0.8328,0.8328,23.1264,3.8917
181,0.3085,0.7110,0.8307,0.8307,22.9477,3.9220
182,0.3080,0.7117,0.8311,0.8311,22.9848,3.9156
183,0.3076,0.7257,0.8406,0.8406,22.9623,3.9195
184,0.3080,0.7309,0.8440,0.8440,22.8610,3.9368
185,0.3078,0.7188,0.8359,0.8359,23.0043,3.9123
186,0.3068,0.7390,0.8493,0.8493,23.1279,3.8914
187,0.3066,0.7517,0.8576,0.8576,23.3080,3.8613
188,0.3062,0.7319,0.8447,0.8447,22.9414,3.9230
189,0.3053,0.7527,0.8584,0.8584,23.1538,3.8870
190,0.3044,0.7335,0.8457,0.8457,23.1483,3.8880
191,0.3035,0.7402,0.8501,0.8501,23.0815,3.8992
192,0.3032,0.7333,0.8456,0.8456,23.1642,3.8853
193,0.3024,0.7408,0.8505,0.8505,22.9194,3.9268
194,0.3017,0.7446,0.8530,0.8530,23.0873,3.8982
195,0.3004,0.7188,0.8360,0.8360,23.0017,3.9128
196,0.3006,0.7381,0.8488,0.8488,23.1843,3.8819
197,0.2997,0.7454,0.8536,0.8536,23.1284,3.8913
198,0.2994,0.7434,0.8522,0.8522,23.0855,3.8985
199,0.2988,0.7444,0.8529,0.8529,23.2157,3.8767
200,0.2974,0.7495,0.8562,0.8562,22.9938,3.9141
