epoch,train_loss,iou,dice,f1,epoch_time,throughput
118,0.1075,0.6056,0.7513,0.7513,55.7228,1.9382
119,0.1068,0.5956,0.7428,0.7428,55.9387,1.9307
120,0.1063,0.5912,0.7387,0.7387,55.1051,1.9599
121,0.1057,0.6057,0.7511,0.7511,55.5774,1.9432
122,0.1053,0.6051,0.7487,0.7487,54.2459,1.9909
123,0.1049,0.6341,0.7742,0.7742,54.1245,1.9954
124,0.1040,0.6213,0.7630,0.7630,55.7252,1.9381
125,0.1036,0.6177,0.7609,0.7609,54.1908,1.9930
126,0.1034,0.6285,0.7691,0.7691,54.3176,1.9883
127,0.1031,0.6182,0.7599,0.7599,54.0164,1.9994
128,0.1026,0.5738,0.7253,0.7253,55.0277,1.9626
129,0.1021,0.6177,0.7591,0.7591,54.3697,1.9864
130,0.1021,0.6246,0.7664,0.7664,54.8708,1.9683
131,0.1023,0.6208,0.7623,0.7623,55.1074,1.9598
132,0.1015,0.5957,0.7430,0.7430,54.8921,1.9675
133,0.1009,0.6004,0.7460,0.7460,54.9802,1.9643
134,0.1002,0.6069,0.7521,0.7521,54.6497,1.9762
135,0.1006,0.5994,0.7462,0.7462,54.1706,1.9937
136,0.0997,0.5572,0.7112,0.7112,54.5340,1.9804
137,0.0997,0.6050,0.7496,0.7496,53.8077,2.0071
138,0.0990,0.6187,0.7622,0.7622,55.2554,1.9546
139,0.0987,0.6136,0.7573,0.7573,54.2926,1.9892
140,0.0980,0.6156,0.7585,0.7585,55.1109,1.9597
141,0.0979,0.6055,0.7478,0.7478,53.9051,2.0035
142,0.0974,0.6132,0.7570,0.7570,54.7804,1.9715
143,0.0971,0.6067,0.7511,0.7511,53.8295,2.0063
144,0.0969,0.6243,0.7659,0.7659,53.9051,2.0035
145,0.0961,0.6056,0.7476,0.7476,54.9896,1.9640
146,0.0961,0.6016,0.7460,0.7460,54.5171,1.9810
147,0.0958,0.6172,0.7605,0.7605,54.6058,1.9778
148,0.0954,0.6211,0.7638,0.7638,54.4766,1.9825
149,0.0951,0.6247,0.7667,0.7667,55.4566,1.9475
150,0.0941,0.6054,0.7478,0.7478,55.8781,1.9328
